NAME,A,MASS,R,ECC,PER,I,OM,T0,DATE,DENSITY,PLANETDISCMETH,MSTAR,RSTAR,TEFF,FE,RHOSTAR
,au,mjupiter,rjupiter,,day,deg,deg,jd,,g/cm^3,,msun,rsun,k,,g/cm^3
Kepler-340 b,0.118208,0.0200225,0.225711,,14.844387,,90,2454976.58289,2014,,Transit,,1.85,6620,,
Kepler-679 b,0.100056,0.0271261,0.269,0,12.39358604,,90,,2016,,Transit,0.87,0.84,5403,-0.09,
Kepler-335 c,0.325549,0.0281036,0.273887,,67.844469,,90,2454982.49928,2014,,Transit,,1.854,5877,,
Kepler-841 b,0.462033,0.09114,0.467,0,124.4198398,,90,,2016,,Transit,0.85,0.81,5324,-0.09,
HD 47186 b,0.0498411,0.071203,,0.038,4.0845,,59,2454566.95,2009,,RV,0.99,1.13117,5675,0.23,
Kepler-226 b,0.0488289,0.011604,0.138282,,3.940997,,90,2454969.09337,2014,,Transit,,0.802,5571,,
KELT-3 b,0.0412729,1.46164,1.358,0,2.70339,84.14,90,2456024.23,2013,0.721,Transit,1.282,1.482,6304,0.048,0.556
Kepler-51 c,0.379271,0.0126,0.508958,,85.3128662,,,,2013,,Transit,1,0.91,5803,,
Kepler-1639 b,0.0935706,0.0206139,0.23,0,9.878482,,90,,2016,,Transit,1.12,1.18,6150,-0.03,
HD 148427 b,1.03886,1.14357,,0.16,331.5,,277,2453991,2009,,RV,1.36,3.92268,4962,0.03,
Kepler-810 b,0.0546451,0.014205,0.172,0,4.59725385,,90,,2016,,Transit,1.03,1.04,5803,0.1,
Kepler-226 c,0.0598621,0.0171819,0.202516,,5.349555,,90,2455004.80599,2014,,Transit,,0.802,5571,,
Kepler-1520 b,0.0134503,0.111491,0.515,0,0.65355357,,90,,2016,,Transit,0.76,0.71,4677,0.04,
Kepler-533 b,0.168131,0.0345375,0.302,0,28.51120525,,90,,2016,,Transit,0.78,0.72,4758,0.01,
epsilon Tau b,1.93647,7.67663,,0.151,594.90002,,94.4,2452879,2007,,RV,2.73,12.752,4946,0.17,
Kepler-11 e,0.19466,0.0264312,0.373377,0.012,31.9996,88.89,90,2455595.0755,2011,0.58,Transit,0.961,1.1,5663,0,1.122
Kepler-366 c,0.1055,0.0131908,0.159693,,12.51616,,90,2454968.0286,2014,,Transit,,1.048,6209,,
Kepler-1419 b,0.239214,0.024536,0.255,0,42.5215895,,90,,2016,,Transit,1.01,1.01,5796,0.04,
HAT-P-46 b,0.0576688,0.493,1.284,0.123,4.463129,85.5,70,,2014,0.311583,Transit,1.284,1.396,6120,0.3,
HD 208487 b,0.520765,0.5122,,0.24,130.08,,113,2450999,2005,,RV,1.113,1.20627,6067.44,0.0222606,
Kepler-1033 b,0.07385,0.0197927,0.224,0,7.56052806,,90,,2016,,Transit,0.94,0.92,5547,0.06,
Kepler-616 c,0.391589,0.0350514,0.304,0,90.4113556,,90,,2016,,Transit,0.98,0.97,5753,-0.02,
Kepler-288 c,0.140842,0.0244074,0.25426,,19.305772,,90,2455206.19055,2014,,Transit,,1.091,5918,,
Kepler-1517 b,0.0714194,0.696016,0.871,0,5.54608367,,90,,2016,,Transit,1.58,1.95,7010,0.01,
Kepler-48 d,0.229818,0.0151,0.181997,0,42.8961,,,,2014,5.08,Transit,0.88,0.89,5194,0.17,1.98
Kepler-626 b,0.116684,0.0173469,0.204,0,14.48585199,,90,,2016,,Transit,1.01,1.05,5813,0.01,
Kepler-311 b,0.0857785,0.012573,0.151664,,9.176092,,90,2454971.7174,2014,,Transit,,1.188,5905,,
Kepler-117 c,0.268407,0.923754,1.00812,,50.790412,,90,2454968.63097,2014,,Transit,,1.471,6169,,
epsilon Eri b,3.37558,1.05448,,0.25,2500,,6,2448940,2000,,RV,0.82,0.74,5145.75,-0.0308963,
Kepler-271 d,0,0.000678484,0.059,0,5.24972541,,90,,2016,,Transit,0,0.88,5524,-0.951,
Kepler-69 c,0.709354,0.0126299,0.15242,0.14,242.4613,89.85,,2454843.964,2013,,Transit,0.81,0.93,5638,-0.29,1.37
Kepler-935 b,0.0518363,0.00819664,0.12,0,4.88083852,,90,,2016,,Transit,0.78,0.73,4830,-0.01,
Kepler-1245 b,0.0496255,0.0101747,0.128,0,4.35409304,,90,,2016,,Transit,0.86,0.83,5306,-0.01,
Kepler-296 f,0.310961,0.0131908,0.159693,,63.335879,,90,2454995.61161,2014,,Transit,,0.557,4249,,
HD 20782 b,1.36607,1.9,,0.97,591.9,,147.7,2451083.8,2006,,RV,0.969,1.12933,5758.36,-0.0510211,
Kepler-613 b,0.122297,0.0173469,0.204,0,15.77979614,,90,,2016,,Transit,0.98,0.96,5723,-0.01,
Kepler-1011 b,0.0608921,0.0247111,0.256,0,5.75322197,,90,,2016,,Transit,0.91,0.88,5416,0.08,
Kepler-1536 b,0.891311,0.0293826,0.28,0,364.758031,,90,,2016,,Transit,0.71,0.67,4434,0.05,
Kepler-726 b,0.146374,0.0318486,0.291,0,21.80451088,,90,,2016,,Transit,0.88,0.85,5452,-0.09,
Kepler-1400 b,0.0799721,0.0120821,0.145,0,9.06689421,,90,,2016,,Transit,0.83,0.78,5044,0.04,
Kepler-896 b,0.508596,0.0200617,0.226,0,144.547396,,90,,2016,,Transit,0.84,0.81,5262,-0.1,
Kepler-228 c,0.050414,0.0222169,0.240878,,4.134444,,90,2455005.97678,2014,,Transit,,1.014,6043,,
HD 190360 c,0.129216,0.0589738,,0.23747,17.111027,,5.18038,2454389.63,2005,,RV,0.983,1.07528,5551.63,0.212773,
Kepler-23 c,0.0986522,0.0305282,0.28523,0,10.7421,,90,2454966.2926,2011,,Transit,1.11,1.52,5760,-0.09,
Kepler-823 b,0.050347,0.0117248,0.14,0,4.16809082,,90,,2016,,Transit,0.98,0.96,5643,0.06,
Kepler-1490 b,0.386292,0.0275214,0.271,0,92.4362973,,90,,2016,,Transit,0.9,0.87,5515,-0.08,
Kepler-378 b,0.124744,0.00105258,0.0669105,,16.092361,,90,2454975.51349,2014,,Transit,,0.671,4661,,
Kepler-760 b,0.0796567,0.0279233,0.273,0,8.70419416,,90,,2016,,Transit,0.89,0.85,5322,0.08,
Kepler-1558 b,0.0424359,0.000761911,0.061,0,3.50470358,,90,,2016,,Transit,0.83,0.79,5101,0,
Kepler-1618 b,0.0733316,0.00648186,0.112,0,6.10826019,,90,,2016,,Transit,1.41,1.65,6620,0.04,
HD 65216 b,1.37427,1.21636,,0.41,613.09998,,198,2450762,2004,,RV,0.92,0.88536,5666,-0.12,
Kepler-343 c,0.159296,0.0149351,0.180212,,23.22182,,90,2454984.0664,2014,,Transit,,1.433,5807,,
Kepler-42 b,0.0112809,0.0012042,0.0695249,,1.2137672,,,,2011,,Transit,0.13,0.17,3068,-0.48,
Kepler-593 b,0.153888,0.0247111,0.256,0,21.21708973,,90,,2016,,Transit,1.08,1.1,5967,0.04,
Kepler-212 b,0.125596,0.00396389,0.0972433,,16.257582,,90,2454972.64774,2014,,Transit,,1.455,5852,,
Kepler-296 c,0.063479,0.0160511,0.19181,,5.841648,,90,2454968.92127,2014,,Transit,,0.557,4249,,
Kepler-1482 b,0.0996817,0.0030088,0.09,0,12.25383217,,90,,2016,,Transit,0.88,0.84,5381,-0.04,
Kepler-157 d,0,0.0107116,0.13,0,7.02573474,,90,,2016,,Transit,0,1.04,5774,-0.108,
Kepler-1004 b,0.0615039,0.145803,0.56,0,5.28789787,,90,,2016,,Transit,1.11,3.39,4972,-0.04,
Kepler-356 b,0.0542304,0.0117295,0.140066,,4.612696,,90,2454965.77463,2014,,Transit,,1.335,6133,,
Kepler-968 b,0.0426707,0.0147338,0.178,0,3.69298373,,90,,2016,,Transit,0.76,0.7,4598,0.13,
HAT-P-13 b,0.0426946,0.85708,1.281,0.0133,2.91625,83.4,210,2454777.975,2009,0.499,Transit,1.22,1.56,5653,0.41,
Kepler-244 b,0.0518456,0.0230631,0.246231,,4.311792,,90,2455006.57568,2014,,Transit,,0.803,5554,,
Kepler-448 b,0.151393,0,1.43,0,17.8552333,88.95,228,,2015,,Transit,1.452,1.63,6820,,0.472
GJ 3634 b,0.0286881,0.0221881,,0.08,2.64561,,84,2455390.417,2011,,RV,0.45,0.43,,,
Kepler-9 b,0.140548,0.248945,0.842,0.150841,19.243158,88.55,18.5551,2455089.7,2010,0.524,Transit,1,1.1,,0.17,
Kepler-1070 b,0.0705457,0.0127496,0.154,0,6.2216147,,90,,2016,,Transit,1.21,1.32,6261,0.03,
Kepler-1087 b,0.0151311,0.000499273,0.054,0,0.69384285,,90,,2016,,Transit,0.96,0.94,5589,0.01,
Kepler-1071 b,0.0626755,0.0182743,0.212,0,6.1799844,,90,,2016,,Transit,0.86,0.81,5215,0.01,
Kepler-1432 b,0.167165,0.0166923,0.198,0,23.9109011,,90,,2016,,Transit,1.09,1.13,6031,0.02,
HD 130322 b,0.0896052,1.04309,,0.011,10.7085,,145,2453995,2000,,RV,0.836,0.986573,5308.11,0.00632988,
Kepler-1422 b,0.143967,0.0149156,0.18,0,18.6051942,,90,,2016,,Transit,1.15,1.23,6194,0,
Kepler-1388 e,0.188407,0.0191406,0.219,0,37.6327084,,90,,2016,,Transit,0.63,0.61,4098,0.02,
Kepler-934 b,0.265992,0.0154788,0.186,0,55.6738309,,90,,2016,,Transit,0.81,0.77,5001,0.01,
Kepler-31 d,0.386163,0.0685925,0.406816,,87.648901,,90,2454967.93828,2014,,Transit,,1.306,6034,,
Kepler-399 d,0.293358,0.0139171,0.168615,,58.034616,,90,2454971.73323,2014,,Transit,,0.68,5502,,
Kepler-215 c,0.117265,0.0130508,0.157909,,14.667108,,90,2454978.42381,2014,,Transit,,1.027,5739,,
Kepler-108 b,0.262717,0.268526,0.771701,,49.183921,,90,2454974.91123,2014,,Transit,,2.192,5854,,
Kepler-742 b,0.0735719,0.0313841,0.289,0,8.36086824,,90,,2016,,Transit,0.76,0.71,4642,0.07,
Kepler-1050 c,0.153931,0.0112658,0.132,0,21.1284569,,90,,2016,,Transit,1.09,1.13,6010,0.03,
Kepler-1298 b,0.0820438,0.00752338,0.117,0,7.12811928,,90,,2016,,Transit,1.45,2,6339,0.13,
Kepler-1297 b,0.0275857,0.00266535,0.087,0,1.68189002,,90,,2016,,Transit,0.99,0.99,5818,-0.04,
Kepler-1613 b,0.0265264,0.0154788,0.186,0,1.5184299,,90,,2016,,Transit,1.08,1.12,6005,0.01,
Kepler-903 c,0.30753,0.0200617,0.226,0,62.9228557,,90,,2016,,Transit,0.98,0.97,5682,0.05,
Kepler-348 c,0.130735,0.00789025,0.118655,,17.265427,,90,2454968.35658,2014,,Transit,,1.359,6177,,
Kepler-1543 b,0.0796733,0.0223911,0.242,0,6.96710269,,90,,2016,,Transit,1.39,1.65,6561,0.07,
Kepler-124 b,0.0443423,0.000957504,0.0651262,,3.410493,,90,2454964.57549,2014,,Transit,,0.636,4984,,
Kepler-185 c,0.147681,0.0149351,0.180212,,20.729042,,90,2455018.43642,2014,,Transit,,0.806,5208,,
Kepler-191 c,0.133112,0.0136944,0.165938,,17.738506,,90,2454981.98862,2014,,Transit,,0.789,5282,,
omega Ser b,1.07698,1.70083,,0.106,277.02,,132,2450022,2013,,RV,2.17,12.3,4770,-0.24,
Kepler-111 b,0.043745,0.0117926,0.140958,,3.341815,,90,2454974.35574,2014,,Transit,,1.157,5952,,
Kepler-673 b,0.0450964,0.165168,0.583,0,3.72873109,,90,,2016,,Transit,0.88,0.84,5355,0,
Kepler-965 b,0.521537,0.0345375,0.302,0,134.2527298,,90,,2016,,Transit,1.05,1.15,5886,0.03,
Kepler-1295 b,0.0464624,0.0115843,0.138,0,3.81371974,,90,,2016,,Transit,0.92,0.89,5486,0.04,
Kepler-968 c,0.0570521,0.0125233,0.151,0,5.70940492,,90,,2016,,Transit,0.76,0.7,4598,0.13,
HD 16175 b,2.1185,4.37946,,0.6,990,,222,2453810,2009,,RV,1.29,1.19707,6080,0.39,
Kepler-235 b,0.0437311,0.0167934,0.198947,,3.340222,,90,2455004.97787,2014,,Transit,,0.554,4255,,
Kepler-1436 b,0.0907946,0.00752338,0.117,0,9.705716,,90,,2016,,Transit,1.06,1.09,5972,-0.01,
HD 46375 b,0.0399038,0.227201,,0.063,3.023573,,114,2451071.53,2000,,RV,0.927,0.863012,5285.42,0.240029,
Kepler-48 c,0.0851485,0.045968,0.24177,,9.67395,,,,2011,4.01,Transit,0.88,0.89,5194,0.17,1.98
Kepler-114 b,0.0586548,0.00656354,0.11241,,5.188549,,90,2454978.3632,2014,,Transit,,0.667,4605,,
Kepler-60 d,0.105629,0.0202381,0.227293,,11.9016171,,,,2013,,Transit,1.11,1.5,5915,,
Kepler-741 b,0.0755268,0.0263549,0.265,0,7.03902374,,90,,2016,,Transit,1.16,1.24,6129,0.07,
CoRoT-29 b,0.0389589,0.85,0.9,0.082,2.85057,87.3,87,,2015,1.45,Transit,0.97,0.9,5260,0.2,1.825
Kepler-868 b,0.0560993,0.0151938,0.183,0,5.03251791,,90,,2016,,Transit,0.93,0.89,5614,-0.08,
Kepler-14 b,0.0806879,8.40643,1.136,0.0350051,6.790123,90,89.0179,2454971.07,2011,7.1,Transit,1.512,2.048,6395,0.12,
Kepler-234 c,0.0730543,0.0375018,0.313141,,7.21205,,90,2455005.81664,2014,,Transit,,1.113,6224,,
Kepler-1308 b,0.0226485,0.000287933,0.046,0,2.10433812,,90,,2016,,Transit,0.35,0.34,3468,-0.13,
Kepler-1302 b,0.0795638,0.0101747,0.128,0,8.83922659,,90,,2016,,Transit,0.86,0.82,5236,0.04,
CoRoT-13 b,0.051069,1.31099,0.885,0,4.03519,88.02,90,2444790.8091,2010,2.34,Transit,1.09,1.01,5945,0.01,1.04857
HD 98219 b,1.32398,2.12353,,0,436.9,,47,2455140,2011,,RV,1.62,2.95355,5046,0.05,
HD 12648 b,0.543924,2.89937,,0.04,133.6,,99.3,2452324.7,2015,,RV,1.2,9.2,4835.8,-0.57,
HD 11964 b,3.1288,0.608106,,0.041,1944.5898,,154.961,2454170.722,2006,,RV,1.08,1.76025,5372,0.14,
HAT-P-34 b,0.0677467,3.334,1.197,0.441,5.452654,87.1,20,2455431.59629,2012,2.4,Transit,1.392,1.197,6442,0.22,
Kepler-654 b,0.113663,0.015383,0.185,0,13.72465129,,90,,2016,,Transit,1.04,1.11,5865,0.04,
Kepler-421 b,1.43442,0.0592807,0.379,0.041,704.1984,89.965,160,,2010,,Transit,0.794,0.757,5308,-0.25,1.58
Kepler-1241 b,0.12941,0.0213319,0.235,0,18.5525701,,90,,2016,,Transit,0.84,0.8,5261,-0.09,
MOA-2010-BLG-477L b,,1.5,,,,,,,2012,,Microlensing,0.67,,,,
Kepler-31 b,0.158038,0.0606674,0.383278,0,20.8613,,90,2454992.141,2011,,Transit,1.21,1.22,6340,-0.076,
Kepler-85 c,0.102591,0.0162741,0.194,,12.513,,,,2012,,Transit,0.92,1.24,5497,-0.031,
Kepler-1198 b,0.0743912,0.0109866,0.131,0,7.6847716,,90,,2016,,Transit,0.93,0.9,5517,0.03,
Kepler-1139 b,0.016702,0.0053608,0.106,0,0.81316672,,90,,2016,,Transit,0.94,0.91,5550,0.05,
Kepler-219 d,0.258138,0.0237984,0.250691,,47.903645,,90,2454974.98257,2014,,Transit,,1.491,5786,,
Kepler-1206 b,0.0207092,0.0121546,0.146,0,1.21699766,,90,,2016,,Transit,0.8,0.75,4877,0.07,
mu Leo b,1.12966,2.4,,0.09,357.8,,227.1,2452921,2014,,RV,1.5,11.4,4538.2,0.36,
Kepler-431 b,0.0718902,0.00120877,0.0696,,6.803,,,,2010,,Transit,1.071,1.092,6004,0.07,
Kepler-1531 b,0.0224212,0.00422224,0.099,0,1.13854338,,90,,2016,,Transit,1.16,1.27,6260,-0.03,
Kepler-248 c,0.125503,0.0541479,0.363101,,16.239494,,90,2455008.56901,2014,,Transit,,0.831,5190,,
Kepler-481 b,0.0915102,0.01966,0.223,0,10.06082567,,90,,2016,,Transit,1.01,1.09,5802,0.03,
HD 139357 b,2.34618,10.0754,,0.1,1125.7,,235.4,2452466.7,2009,,RV,1.35,7.76389,4700,-0.13,
HD 1461 b,0.0635202,0.0240044,,0.14,5.7727,,58,2450366.519,2010,,RV,1.026,1.12553,5765,0.18,
Kepler-1275 b,0.0497719,0.0112658,0.132,0,3.65691115,,90,,2016,,Transit,1.23,1.36,6296,0.04,
Kepler-283 c,0.400986,0.013404,0.16237,,92.743711,,90,2455006.31145,2014,,Transit,,0.566,4351,,
HAT-P-30 b,0.0419042,0.711088,1.34,0.035,2.810595,83.6,252,2455454.91,2011,0.37,Transit,1.242,1.215,6304,0.13,
Kepler-430 c,0.4757,0.0129028,0.156,,110.979,,,,2010,,Transit,1.166,1.485,5884,0.2,
Kepler-1360 b,0.264915,0.0347934,0.303,0,40.5286413,,90,,2016,,Transit,1.51,1.83,6778,0.06,
Kepler-901 b,0.0379647,0.00866602,0.122,0,3.51749439,,90,,2016,,Transit,0.59,0.57,4184,-0.3,
Kepler-251 d,0.189511,0.0232079,0.247123,,30.133001,,90,2455023.38322,2014,,Transit,,0.89,5526,,
Kepler-234 b,0.0380552,0.0425085,0.330092,,2.711506,,90,2455003.03513,2014,,Transit,,1.113,6224,,
Kepler-37 b,0.102457,0.00958673,0.0270078,0,13.367308,88.63,90,2455017.03271,2013,645.278,Transit,0.803,0.77,5417,-0.32,2.458
Kepler-392 c,0.0933838,0.00409374,0.0981354,,10.423118,,90,2454968.15286,2014,,Transit,,1.129,5938,,
HD 8535 b,2.4447,0.682196,,0.15,1313,,61,2454537,2010,,RV,1.13,1.0437,6136,0.06,
Kepler-1619 b,0.161123,0.00111394,0.068,0,23.6225913,,90,,2016,,Transit,1,1,5852,-0.07,
Kepler-1473 b,0.119364,0.0053608,0.106,0,14.4273551,,90,,2016,,Transit,1.09,1.09,6046,-0.01,
HAT-P-28 b,0.0433674,0.627833,1.212,0.051,3.257215,88,233,2455415.602,2011,0.44,Transit,1.025,1.103,5680,0.12,
Kepler-474 b,0.0619532,0.0279233,0.273,0,5.66067294,,90,,2016,,Transit,0.99,1.08,5785,-0.01,
Kepler-349 c,0.103986,0.014454,0.174859,,12.247629,,90,2454971.21701,2014,,Transit,,0.927,5956,,
HD 4203 b,1.16537,2.08215,,0.519,431.88,,329.1,2451918.9,2002,,RV,1.13,1.15783,5701.69,0.452632,
Kepler-553 c,0.905726,0.862662,0.999,0,328.2399546,,90,,2016,,Transit,0.92,0.85,5266,0.21,
Kepler-331 d,0.197812,0.0121773,0.146311,,32.134328,,90,2454975.26823,2014,,Transit,,0.492,4347,,
HD 102956 b,0.0810025,0.951497,,0.048,6.4948,,12,2455352.26,2010,,RV,1.68,3.42909,5054,0.19,
WTS-2 b,0.0185537,1.12,1.3,0,1.0187074,83.43,,2454317.81264,2014,0.63,Transit,0.82,0.761,5000,0.2,2.62
Kepler-362 c,0.220686,0.010538,0.12936,,37.866281,,90,2454967.35783,2014,,Transit,,0.722,5788,,
Kepler-1147 b,0.0973596,0.0210409,0.233,0,10.62784997,,90,,2016,,Transit,1.09,1.14,5941,0.11,
Kepler-186 e,0.121623,0.00672298,0.113201,0.03,22.407793,,270,2454975.597,2014,,Transit,0.478,0.472,3788,-0.28,4.92
Kepler-321 c,0.108723,0.0176845,0.206977,,13.093921,,90,2454977.52374,2014,,Transit,,1.194,5740,,
Kepler-1083 b,0.189272,0.0340314,0.3,0,33.4177993,,90,,2016,,Transit,0.81,0.77,5049,-0.02,
Kepler-376 c,0.114613,0.0131908,0.159693,,14.172327,,90,2454975.59795,2014,,Transit,,1.175,5900,,
Kepler-1589 b,0.0205657,0.00392895,0.097,0,0.99166527,,90,,2016,,Transit,1.18,1.25,6166,0.08,
Fomalhaut b,113.443,0.5,,0.12,318498,,,,2008,,Imaging,1.92,1.842,8590,,
GJ 176 b,0.0656822,0.0259969,,0,8.7832,,0,2454399.79,2009,,RV,0.49,,,-0.1,
Kepler-873 b,0.155175,0.0440759,0.335,0,20.5533844,,90,,2016,,Transit,1.18,1.27,6163,0.07,
HD 23079 b,1.59509,2.4433,,0.102,730.6,,55,2450492,2002,,RV,1.012,1.16249,5927.07,-0.149704,
HD 178911 B b,0.344904,7.29127,,0.114,71.484,,168.2,2453808.1,2002,,RV,1.06421,0.894377,5667.87,0.284922,
WASP-58 b,0.0562022,0.891379,1.37,0,5.01718,87.4,90,2455183.9335,2013,0.45084,Transit,0.94,1.17,5800,-0.45,0.81664
Kepler-506 b,0.0750455,0.0227057,0.244,0,6.8834055,,90,,2016,,Transit,1.19,1.19,6236,0.09,
Kepler-1571 b,0.0472783,0.0124263,0.136,0,3.38555488,,90,,2016,,Transit,1.23,1.39,6297,0.04,
Kepler-543 b,0.100456,0.01966,0.223,0,13.89961966,,90,,2016,,Transit,0.7,0.67,4671,-0.19,
Kepler-1535 b,0.538652,0.0201979,0.227,0,138.9442,,90,,2016,,Transit,1.08,1.11,6021,0,
Kepler-1030 b,0.130853,0.019398,0.221,0,19.32952416,,90,,2016,,Transit,0.8,0.76,4983,-0.01,
Kepler-244 c,0.0894244,0.0151834,0.182889,,9.767292,,90,2455019.57903,2014,,Transit,,0.803,5554,,
Kepler-245 e,0.0396148,0.0129028,0.156,0,3.21982106,,90,,2016,,Transit,0.8,0.8,5100,-0.028,
Kepler-1067 b,0.0160522,0.00129651,0.071,0,0.76212926,,90,,2016,,Transit,0.95,0.93,5592,0.03,
Kepler-354 b,0.0608066,0.0135483,0.164154,,5.47666,,90,2454968.70204,2014,,Transit,,0.674,4648,,
Kepler-1203 b,0.0118373,0.00364938,0.095,0,0.58800076,,90,,2016,,Transit,0.64,0.61,4105,0.01,
Kepler-278 b,0.189627,0.0541479,0.363101,,30.160546,,90,2454971.51248,2014,,Transit,,2.935,4991,,
HD 162020 b,0.0756944,15.2138,,0.277,8.428198,,28.4,2451990.677,2002,,RV,0.8,0.526361,4844.67,0.112024,
Kepler-809 b,0.284276,0.0271261,0.269,0,55.63934,,90,,2016,,Transit,0.99,0.98,5734,0.04,
Kepler-1468 b,0.0808904,0.0127496,0.154,0,8.23984869,,90,,2016,,Transit,1.04,1.05,5893,0.03,
Kepler-1368 b,0.0154128,0.0122275,0.147,0,0.67564949,,90,,2016,,Transit,1.07,1.08,5906,0.1,
Kepler-183 b,0.0623606,0.0152673,0.183781,,5.687945,,90,2454966.95634,2014,,Transit,,0.958,5888,,
Kepler-1392 b,0.114781,0.0144664,0.175,0,15.1410397,,90,,2016,,Transit,0.88,0.85,5479,-0.11,
MOA-bin-1L b,,3.7,,,,,,,2012,,Microlensing,0.75,,,,
Kepler-1556 b,0.0827454,0.0144664,0.175,0,8.82713457,,90,,2016,,Transit,0.97,0.95,5608,0.08,
Kepler-944 b,0.22955,0.0213319,0.235,0,43.3167737,,90,,2016,,Transit,0.86,0.83,5409,-0.11,
Kepler-1110 b,0.0801106,0.021628,0.237,0,9.69312032,,90,,2016,,Transit,0.73,0.7,4781,-0.16,
Kepler-210 c,0.0781034,0.0403249,0.322955,,7.972513,,90,2455004.58436,2014,,Transit,,0.65,4559,,
Kepler-437 b,0.286604,0.0159616,0.19092,0,66.65062,89.9,90,2455670.6876,2010,,Transit,0.707,0.68,4551,0,3.18
Kepler-184 d,0.184825,0.0195472,0.222143,,29.022358,,90,2455031.3679,2014,,Transit,,0.873,5788,,
HD 168746 b,0.0655505,0.245103,,0.107,6.404,,17,2451757.83,2002,,RV,0.916,0.888361,5563.62,-0.0775105,
GJ 876 c,0.129574,0.612168,,0.25591,30.0881,,48.76,2450577.5,2001,,RV,0.32,,,0.37,
Kepler-1164 b,0.0465276,0.00437411,0.1,0,3.97599768,,90,,2016,,Transit,0.85,0.79,5183,-0.03,
Kepler-958 b,0.0866604,0.015288,0.184,0,9.7678805,,90,,2016,,Transit,0.91,0.86,5421,0.01,
Kepler-20 c,0.0930411,0.0495058,0.273643,0,10.854092,88.39,6.46982,2454963.325,2011,2.91,Transit,0.912,0.944,5466,0.02,1.51
Kepler-712 c,0.686927,0.0779976,0.433,0,226.89047,,90,,2016,,Transit,0.84,0.78,5148,-0.03,
Kepler-47 b,0.267621,0.026473,0.265621,0,49.514,89.59,,,2012,,Transit,1.043,0.964,5636,-0.25,1.163
Kepler-580 b,0.069764,0.020474,0.229,0,8.22241966,,90,,2016,,Transit,0.67,0.64,4298,-0.06,
Kepler-296 b,0.0461525,0.00233796,0.0838612,,3.621457,,90,2454967.7536,2014,,Transit,,0.557,4249,,
Kepler-755 b,0.021472,0.0129801,0.157,0,1.26909037,,90,,2016,,Transit,0.82,0.77,5043,-0.01,
Kepler-402 b,0.0495511,0.00587447,0.108841,,4.028751,,90,2454966.76902,2014,,Transit,,1.264,6090,,
Kepler-260 b,0.0795006,0.0148535,0.17932,,8.187399,,90,2455093.86771,2014,,Transit,,0.862,5250,,
Kepler-255 c,0.0905121,0.0266892,0.26675,,9.946047,,90,2455004.70016,2014,,Transit,,0.933,5573,,
Kepler-750 b,0.0915122,0.0281267,0.274,0,9.42887179,,90,,2016,,Transit,1.15,1.23,6160,0.03,
HD 215497 b,0.0465952,0.020855,,0.16,3.93404,,96,2454858.95,2010,,RV,0.872,1.10659,5113,0.23,
Kepler-1221 b,0.0979318,0.0138656,0.168,0,12.00096042,,90,,2016,,Transit,0.87,0.82,5194,0.09,
Kepler-62 f,0.717595,0,0.12568,0.094434,267.291,89.9,237.995,2455442.463,2013,,Transit,0.69,0.64,4925,-0.37,3.8
Kepler-1160 b,0.0759488,0.0159697,0.191,0,7.97034958,,90,,2016,,Transit,0.92,0.89,5519,0.01,
HATS-5 b,0.0542014,0.237663,0.912,0.019,4.763387,89.3,204,2456272.006,2014,0.415453,Transit,0.936,0.871,5304,0.19,
HD 154345 b,4.21377,0.956901,,0.044,3341.5588,,68.1543,2452831.223,2007,,RV,0.893,1,5468.12,-0.104944,
Kepler-60 c,0.0871504,0.0192896,0.220162,,8.9193459,,,,2013,,Transit,1.11,1.5,5915,,
Kepler-1031 b,0.0230742,0.0018073,0.078,0,1.22621732,,90,,2016,,Transit,1.09,1.12,6011,0.03,
Kepler-523 b,0.0619218,0.0144664,0.175,0,5.83598311,,90,,2016,,Transit,0.93,0.86,5515,-0.03,
Kepler-395 c,0.209361,0.00769114,0.117763,,34.989262,,90,2454977.22265,2014,,Transit,,0.556,4262,,
HD 217107 b,0.0750282,1.40112,,0.126686,7.1268163,,24.3621,2454395.787,1999,,RV,1.108,1.5,5704.36,0.389294,
Kepler-1550 b,0.741774,0.0271261,0.269,0,225.582809,,90,,2016,,Transit,1.07,1.11,5991,0.01,
Kepler-431 c,0.0847193,0.00075757,0.0609,,8.703,,,,2010,,Transit,1.071,1.092,6004,0.07,
mu Ara c,5.34057,1.88907,,0.0985,4205.8,,57.6,2452955.2,2004,,RV,1.147,1.25035,5784.28,0.292921,
HD 7199 b,1.36155,0.295018,,0.19,615,,155,2455030,2011,,RV,0.89,1.11756,5386,0.28,
Kepler-887 c,0.0804377,0.00452953,0.101,0,7.63846023,,90,,2016,,Transit,1.19,1.29,6194,0.08,
Kepler-233 c,0.301339,0.0223552,0.24177,,60.418955,,90,2455014.16152,2014,,Transit,,0.758,5360,,
GJ 433 b,0.0580371,0.0181986,,0.08,7.3709,,204,2494287,2013,,RV,0.48,,3600,-0.22,
Kepler-1301 b,0.080701,0.00940137,0.125,0,9.08237046,,90,,2016,,Transit,0.85,0.81,5188,0.01,
Kepler-1350 c,0.0234342,0.0127496,0.154,0,1.76678906,,90,,2016,,Transit,0.55,0.53,3827,-0.06,
HD 159243 b,0.110366,1.13,,0.02,12.62,,223,2456426.11,2013,,RV,1.125,1.12,6123,0.05,
Kepler-327 d,0.113517,0.0127755,0.15434,,13.969457,,90,2454965.17104,2014,,Transit,,0.492,3799,,
