NAME,A,MASS,R,ECC,PER,I,OM,T0,DATE,DENSITY,PLANETDISCMETH,MSTAR,RSTAR,TEFF,FE,RHOSTAR
,au,mjupiter,rjupiter,,day,deg,deg,jd,,g/cm^3,,msun,rsun,k,,g/cm^3
Kepler-220 d,0.180985,0.00271267,0.0874297,,28.122397,,90,2454979.91883,2014,,Transit,,0.666,4632,,
OGLE-05-390L b,2.72349,0.0173,,,3500,,,,2006,,Microlensing,0.22,,,,
WASP-4 b,0.0230406,1.22311,1.341,0,1.3382299,89.47,90,2454387.327787,2008,0.665,Transit,0.91,0.914,5500,0,1.094
Kepler-432 c,1.17816,2.36402,,0.498,406.2,,60.8,2456139.3,2015,,RV,1.32,4.06,4995,-0.07,0.02794
Kepler-141 b,0.041677,0.000786457,0.0615577,,3.107675,,90,2454965.63058,2014,,Transit,,0.787,4910,,
Kepler-1641 b,0.148109,0.028747,0.277,0,19.672266,,90,,2016,,Transit,1.12,1.19,6152,-0.02,
Kepler-1026 b,0.199129,0.0165864,0.197,0,36.5156053,,90,,2016,,Transit,0.79,0.75,4948,-0.02,
HD 4113 b,1.27266,1.64829,,0.903,526.62,,317.7,2453778,2008,,RV,0.99,1.07428,5688,0.2,
Kepler-488 b,0.0427479,1,1.409,0,3.12082923,,90,,2016,,Transit,1.07,1.09,5970,0.03,
HD 330075 b,0.0392074,0.623724,,0,3.38773,,0,2452878.815,2004,,RV,0.7,1.20726,5017,0.08,
Kepler-1029 b,0.0493183,0.00648186,0.112,0,4.41769648,,90,,2016,,Transit,0.82,0.77,5030,0.01,
Kepler-754 b,0.11898,0.0148244,0.179,0,14.5596237,,90,,2016,,Transit,1.06,1.08,5935,0.05,
Kepler-524 c,0.0307775,0.00255759,0.086,0,1.88897906,,90,,2016,,Transit,1.09,1.1,6014,0.02,
Kepler-256 e,0.0949212,0.0179955,0.209653,,10.681572,,90,2454964.55493,2014,,Transit,,1.301,5551,,
HD 104985 b,0.678014,4.9174,,0.09,199.505,,203.5,2451927.5,2003,,RV,1.04,7.09522,4819,-0.35,
HATS-10 b,0.0449161,0.526,0.969,0,3.312846,87.79,,,2015,0.7,Transit,1.101,1.105,5880,0.15,1.15
Kepler-189 b,0.0932453,0.0057099,0.107949,,10.399931,,90,2454974.51092,2014,,Transit,,0.75,5235,,
Kepler-691 b,0.0639541,0.0154788,0.186,0,8.114379,,90,,2016,,Transit,0.53,0.5,3715,0.04,
Kepler-101 c,0.0648349,0.00789025,0.118655,,6.029809,,90,2454965.48205,2014,,Transit,,1.666,5570,,
Kepler-653 c,0.0183692,0.00123338,0.07,0,0.90037648,,90,,2016,,Transit,1.02,1.19,5665,0.23,
Kepler-1537 b,0.0233115,0.00518721,0.105,0,1.4444538,,90,,2016,,Transit,0.81,0.77,5079,-0.08,
Kepler-750 c,0.0524304,0.0120821,0.145,0,4.08899022,,90,,2016,,Transit,1.15,1.23,6160,0.03,
HD 87883 b,3.57648,1.75571,,0.53,2754,,291,2451139,2009,,RV,0.803,0.778353,4958,0.07,
Kepler-520 c,0.0607231,0.00364938,0.095,0,5.21104261,,90,,2016,,Transit,1.1,1.09,6112,-0.03,
WASP-135 b,0.0243585,1.90042,1.3,0,1.4013794,82,90,2455230.9902,2015,0.0011456,Transit,0.98,0.96,5657,0.02,0.794326
Kepler-81 c,0.0885967,0.0181548,0.211,,12.04,,,,2012,,Transit,0.64,0.59,4500,-0.524,
Kepler-156 c,0.123783,0.0202659,0.227496,,15.906801,,90,2455010.93315,2014,,Transit,,0.807,5094,,
Kepler-127 d,0.260742,0.0214091,0.235525,,48.630408,,90,2455005.54709,2014,,Transit,,1.359,6106,,
Kepler-657 b,0.165833,0.0377408,0.314,0,24.54350418,,90,,2016,,Transit,1.01,1.01,5808,0.03,
Kepler-1311 b,0.0994127,0.00628541,0.111,0,11.1726994,,90,,2016,,Transit,1.05,1.4,5748,0.09,
HD 10180 g,1.42271,0.0673813,,0,602,,90,2454042.585,2011,,RV,1.06,1.10851,5911,0.08,
Kepler-1092 b,0.294279,0.015383,0.185,0,58.6017925,,90,,2016,,Transit,0.99,1,5862,-0.09,
Kepler-1214 b,0.131197,0.0181548,0.211,0,18.82634264,,90,,2016,,Transit,0.85,0.8,5130,0.05,
Kepler-275 c,0.124722,0.0344212,0.301543,,16.088134,,90,2454972.49745,2014,,Transit,,1.383,6165,,
Kepler-482 b,0.261363,0.0181548,0.211,0,56.35418576,,90,,2016,,Transit,0.75,0.72,4871,-0.13,
Kepler-1495 b,0.382908,0.0257931,0.262,0,85.273256,,90,,2016,,Transit,1.03,1.04,5831,0.06,
Kepler-201 c,0.557119,0.0244074,0.25426,,151.884058,,90,2455009.41816,2014,,Transit,,1.229,6065,,
WASP-94 B b,0.0334746,0.619839,,0,2.00839,,,2456574.359,2014,,Transit,1.24,1.35,6040,0.23,
Kepler-208 c,0.0747634,0.00915403,0.124008,,7.466623,,90,2454965.77383,2014,,Transit,,1.314,6092,,
Kepler-722 c,0.440295,0.0240196,0.252,0,105.144749,,90,,2016,,Transit,1.03,1.05,5863,0.02,
Kepler-1174 b,0.0718111,0.0118667,0.142,0,6.89225223,,90,,2016,,Transit,1.04,1.04,5936,-0.04,
Kepler-274 b,0.100488,0.0115417,0.13739,,11.634788,,90,2454973.49696,2014,,Transit,,1.007,6023,,
Kepler-581 b,0.23121,0.0213319,0.235,0,40.6069821,,90,,2016,,Transit,1,1,5772,0.03,
Kepler-693 b,0.110433,0.503122,0.908,0,15.37563332,,90,,2016,,Transit,0.76,0.72,4881,-0.1,
Kepler-1102 b,0.266647,0.021628,0.237,0,51.3285623,,90,,2016,,Transit,0.96,0.94,5724,-0.08,
Kepler-769 c,0.131614,0.0132151,0.16,0,15.9870174,,90,,2016,,Transit,1.19,1.28,6186,0.06,
Kepler-652 b,0.0502867,0.0195285,0.222,0,4.18200253,,90,,2016,,Transit,0.97,0.88,5490,0.17,
Kepler-420 b,0.381935,1.45,0.94,0.772,86.647661,89.66,141.3,2458000,2010,2.1,Transit,0.99,1.13,5520,0.27,0.987
HD 66428 b,3.14259,2.74962,,0.465,1973,,152.9,2452139,2006,,RV,1.061,0.979625,5752.03,0.310226,
HD 52265 b,0.499878,1.07139,,0.325,119.29,,243,2450833.7,2000,,RV,1.17,1.34703,6076.31,0.193307,
HATS-14 b,0.0381546,1.0682,1.039,,2.766741,88.83,,,2015,1.191,Transit,0.967,0.933,5346,0.33,1.682
Kepler-75 b,0.0807413,9.98479,1.03,0.569,8.884924,89.1,63.6,2455002.991,2011,11,Transit,0.88,0.88,5330,-0.07,1.79
Kepler-326 c,0.0539767,0.00937625,0.1249,,4.580358,,90,2454967.07605,2014,,Transit,,0.801,5105,,
Kepler-554 b,0.0293274,0.0605767,0.383,0,1.90220856,,90,,2016,,Transit,0.93,0.92,5447,0.14,
Kepler-1294 b,0.463098,0.0304768,0.285,0,115.6862258,,90,,2016,,Transit,0.99,0.97,5776,-0.03,
Kepler-249 c,0.0723886,0.0120453,0.134713,,7.113702,,90,2455007.32459,2014,,Transit,,0.482,3568,,
Kepler-1282 b,0.0315297,0.0115843,0.138,0,2.13194651,,90,,2016,,Transit,0.92,0.89,5504,0.01,
Kepler-740 b,0.0444161,0.0690043,0.408,0,3.58410122,,90,,2016,,Transit,0.91,0.87,5438,0.03,
Kepler-79 c,0.183622,0.0186,0.339,0.03,27.402,,227.73,,2013,0.62,Timing,1.1,1.1,6187,-0.263,
HD 16417 b,0.135435,0.0669595,,0.2,17.24,,77,2450099.74,2009,,RV,1.115,1.45645,5817,0.07,
Kepler-251 c,0.126914,0.0232079,0.247123,,16.514043,,90,2455009.11632,2014,,Transit,,0.89,5526,,
Kepler-15 b,0.0571382,0.662431,0.96,0.133933,4.942782,87.44,293.311,2454967.27,2011,0.93,Transit,1.018,0.992,5515,0.36,1.47
HD 205739 b,0.894939,1.48708,,0.27,279.8,,301,2453390.7,2008,,RV,1.22,1.46292,6176,0.19,
Kepler-851 b,0.078449,0.0124487,0.15,0,8.50699658,,90,,2016,,Transit,0.89,0.85,5455,-0.07,
Kepler-1342 b,0.032467,0.0123008,0.148,0,2.21571036,,90,,2016,,Transit,0.93,0.9,5527,0.03,
Kepler-302 b,0.189725,0.0537981,0.362209,,30.184104,,90,2454979.64006,2014,,Transit,,1.22,5740,,
Kepler-781 b,0.101967,0.0250657,0.258,0,13.2140732,,90,,2016,,Transit,0.81,0.78,5162,-0.1,
Kepler-317 b,0.0611582,0.0155228,0.186457,,5.524242,,90,2454968.61931,2014,,Transit,,0.941,5497,,
Kepler-152 c,0.387942,0.0184218,0.213222,,88.255055,,90,2454986.78027,2014,,Transit,,0.724,5088,,
Kepler-343 b,0.0844802,0.0186399,0.215006,,8.96855,,90,2454972.38991,2014,,Transit,,1.433,5807,,
Kepler-1161 b,0.0797661,0.0158698,0.19,0,10.71252541,,90,,2016,,Transit,0.59,0.57,4253,-0.35,
CoRoT-16 b,0.0617874,0.537982,1.17,0.33,5.35227,85.01,168.41,2454924.564,2012,0.44,Transit,1.098,1.19,5650,0.19,0.93
HD 216770 b,0.455837,0.646927,,0.37,118.45,,281,2452672,2004,,RV,0.9,1.03957,5423,0.26,
HD 136418 b,1.29111,1.9935,,0.255,464.3,,12,2455228,2010,,RV,1.33,3.83357,4972,-0.07,
Kepler-907 b,0.126784,0.00553813,0.107,0,15.86621821,,90,,2016,,Transit,1.08,1.38,6106,-0.15,
Kepler-1402 b,0.0303322,0.00111394,0.068,0,2.03387914,,90,,2016,,Transit,0.9,0.87,5416,0.03,
Kepler-59 b,0.103167,0.00441201,0.100246,,11.8681707,,,,2011,,Transit,1.04,0.94,6074,,
Kepler-98 b,0.0260305,0.0111695,0.177536,0,1.54168,,90,,2014,2.18,Transit,0.99,1.11,5539,0.18,1.12
Kepler-192 b,0.090395,0.0227766,0.244446,,9.926746,,90,2455008.68501,2014,,Transit,,1.007,5479,,
beta Pic b,8.75626,9,,0.021,7154,90.69,215,2453795.5,2009,,Imaging,1.75,,,,
Kepler-1259 b,0.013815,0.0101747,0.128,0,0.66308526,,90,,2016,,Transit,0.8,0.77,5053,-0.07,
Kepler-202 c,0.125725,0.0136211,0.165046,,16.282493,,90,2455013.79623,2014,,Transit,,0.667,4668,,
Kepler-1142 b,0.134547,0.0109866,0.131,0,18.3027248,,90,,2016,,Transit,0.97,0.96,5685,0.02,
GJ 163 d,1.03037,0.0926098,,0.373,603.95116,,2.064,2452876.6622,2013,,RV,0.4,,,,
Kepler-339 c,0.0715337,0.00478497,0.102596,,6.988055,,90,2454965.5611,2014,,Transit,,0.802,5631,,
HD 188015 b,1.19018,1.46957,,0.137,461.2,,222,2451787,2005,,RV,1.056,1.03281,5745.68,0.288779,
WASP-59 b,0.0696866,0.859095,0.775,0.1,7.919585,89.27,74,2455830.669,2013,2.3868,Transit,0.719,0.613,4650,-0.15,4.37888
WASP-54 b,0.049881,0.63273,1.653,0.067,3.6936411,84.97,62,2455518.091,2013,0.186966,Transit,1.213,1.828,6100,-0.27,0.27878
Kepler-1542 b,0.0479144,0.00111394,0.068,0,3.95116882,,90,,2016,,Transit,0.94,0.99,5564,0.06,
HAT-P-8 b,0.0449613,1.29336,1.5,0,3.076337,87.8,90,2454437.67582,2009,0.568,Transit,1.28,1.58,6200,0.01,
Kepler-446 b,0.0159282,0.0115145,0.137,0,1.565409,87.42,,,2010,,Transit,0.22,0.24,3359,-0.3,
Kepler-1533 b,0.977788,0.0363708,0.309,0,308.5471,,90,,2016,,Transit,1.31,1.51,6431,0.03,
WASP-15 b,0.0499436,0.542797,1.379,0,3.7521,85.96,90,2454584.69819,2009,0.247,Transit,1.18,1.477,6300,-0.17,0.365
Kepler-425 b,0.0464979,1,0.978,0,3.79701816,87.02,,2454966.508785,2010,0.27,Transit,0.93,0.86,5170,0.24,1.448
HD 10180 d,0.128581,0.0376549,,0.143,16.3567,,292,2454005.3799,2011,,RV,1.06,1.10851,5911,0.08,
Kepler-767 b,0.572614,0.121945,0.592,0,161.5280101,,90,,2016,,Transit,0.96,0.94,5694,-0.05,
HD 9446 c,0.65375,1.81548,,0.06,192.9,,100,2454510,2010,,RV,1,0.919448,5793,0.09,
Kepler-445 b,0.022904,0.0120099,0.144,0,2.984151,89.74,,,2010,,Transit,0.18,0.21,3157,0.27,
XO-4 b,0.05524,1.60254,1.33,0,4.1250828,88.8,90,2454485.933323,2008,0.903229,Transit,1.32,,,,
WASP-48 b,0.034488,0.984236,1.67,0,2.143634,80.09,90,2455364.55043,2011,0.2793,Transit,1.19,1.75,5920,-0.12,0.22
Kepler-566 b,0.128317,0.0160703,0.192,0,18.42794624,,90,,2016,,Transit,0.83,0.79,5132,-0.01,
HD 37124 b,0.533637,0.674371,,0.054,154.378,,130,2450305,2000,,RV,0.85,0.772275,5500.24,-0.441617,
Kepler-89 b,0.0511881,0.0287348,0.1558,0.25,3.743208,89.3,,,2013,10.1,Transit,1.277,1.52,6182,0.0228,
WASP-32 b,0.0390315,3.45362,1.1,0,2.718661,85.1,90,2455681.1945,2010,3.44064,Transit,1.07,1.09,6140,-0.13,1.1827
Kepler-265 b,0.0705628,0.0136944,0.165938,,6.846262,,90,2454965.17037,2014,,Transit,,1.103,5835,,
OGLE-TR-211 b,0.0512842,0.757277,1.36,0,3.67724,84.2182,90,2453428.334,2008,0.661909,Transit,1.33,1.64,6325,0.11,
gamma Cep b,1.9793,1.51728,,0.12,905.574,,49.6,2453121.925,1988,,RV,1.26,5.01,4764,0.13,
Kepler-325 b,0.0536941,0.0253561,0.259613,,4.544439,,90,2454967.9001,2014,,Transit,,1.003,5752,,
Kepler-11 g,0.465624,0.0332233,0.296741,0,118.3807,89.87,90,2455593.8021,2011,1.19855,Transit,0.961,1.1,5663,0,1.122
Kepler-256 b,0.0270005,0.011856,0.14185,,1.620493,,90,2454965.06776,2014,,Transit,,1.301,5551,,
Kepler-1182 b,0.0991034,0.0186391,0.215,0,11.17394617,,90,,2016,,Transit,1.04,1.05,5924,0.01,
Kepler-617 b,0.0221208,0.00774372,0.118,0,1.68269615,,90,,2016,,Transit,0.51,0.48,3712,-0.07,
Kepler-1035 b,0.0378236,0.00501732,0.104,0,2.71407755,,90,,2016,,Transit,0.98,0.97,5763,-0.03,
HD 1605 c,3.52689,3.50295,,0.098,2111,,241,2454758.3,2015,,RV,1.31,3.8,4757,0.21,
GJ 86 b,0.114217,4.00104,,0.0416,15.76491,,269,2451903.36,2000,,RV,0.796,0.748264,5150.54,-0.267896,
Kepler-470 b,0.185532,1,1.288,0,24.66919569,,90,,2016,,Transit,1.4,1.66,6613,0.04,
Kepler-1637 b,0.0658388,0.00189081,0.079,0,6.10960324,,90,,2016,,Transit,1.02,1.02,5789,0.07,
Kepler-1346 b,0.0462418,0.0117956,0.141,0,3.40165668,,90,,2016,,Transit,1.14,1.21,6133,0.04,
HR 8799 e,14.5253,7,,0,16422,,,,2010,,Imaging,1.516,1.44,7193,-0.47,
HD 8574 b,0.757141,1.80603,,0.297,227,,26.6,2453981,2003,,RV,1.122,1.42266,6049.74,-0.00891622,
Kepler-269 c,0.079115,0.0125062,0.150772,,8.127899,,90,2455191.68805,2014,,Transit,,0.959,5847,,
MOA-2007-BLG-192L b,,0.01,,,,,,,2008,,Microlensing,0.084,,,,
Kepler-250 b,0.0505253,0.00450004,0.100812,,4.148141,,90,2454966.39095,2014,,Transit,,0.805,5160,,
HD 82886 b,1.58126,1.30477,,0.066,705,,347,2455200,2011,,RV,1.06,3.83685,5112,-0.31,
HD 179949 b,0.0439208,0.902075,,0.022,3.092514,,192,2451002.36,2001,,RV,1.181,1.22645,6168.3,0.136947,
Kepler-1167 b,0.0181392,0.0126737,0.153,0,1.00393374,,90,,2016,,Transit,0.79,0.75,4971,-0.05,
HD 2952 b,1.22755,1.62021,,0.129,311.6,,64,2450112,2013,,RV,2.54,11.4311,4844,0,
Kepler-1063 b,0.117439,0.0115494,0.133,0,14.07971466,,90,,2016,,Transit,1.09,1.14,5945,0.09,
Kepler-169 e,0.112418,0.0165098,0.196271,,13.767102,,90,2455007.81064,2014,,Transit,,0.763,4997,,
MOA-2009-BLG-319L b,,0.157,,,,,,,2011,,Microlensing,0.38,,,,
Kepler-1340 b,0.0161473,0.0115843,0.138,0,0.66502692,,90,,2016,,Transit,1.27,1.42,6331,0.07,
HIP 14810 c,0.545404,1.27518,,0.153155,147.76916,,327.286,2454671.631,2007,,RV,0.99,1.31998,5485,0.23,
Kepler-358 c,0.373844,0.0244074,0.25426,,83.488369,,90,2455021.53814,2014,,Transit,,0.954,5908,,
HD 28678 b,1.31659,1.8997,,0.168,387.1,,128,2455517,2011,,RV,2.03,6.33673,5052,-0.21,
WASP-56 b,0.056145,0.605385,1.092,0,4.617101,88.5,90,2455730.799,2013,0.580788,Transit,1.107,1.112,5600,0.12,1.04192
Kepler-18 c,0.0752115,0.0544,0.489785,0.000338541,7.64159,87.68,30.7316,2455165.831,2011,0.59,Transit,0.972,1.108,5383,0.2,1.01
Kepler-215 e,0.326561,0.0129124,0.156125,,68.16101,,90,2455020.03247,2014,,Transit,,1.027,5739,,
Kepler-540 b,0.610956,0.0223911,0.242,0,172.7049784,,90,,2016,,Transit,1.02,1.08,5946,-0.1,
HATS-6 b,0.0362414,0.319,0.998,0,3.3252725,88.21,90,,2015,0.399,Transit,0.574,0.57,3724,0.2,4.36
Kepler-230 c,0.398184,0.0151,0.181997,,91.773242,,90,2455026.83073,2014,,Transit,,0.817,5588,,
Kepler-739 b,0.103068,0.0330424,0.296,0,12.53248465,,90,,2016,,Transit,0.93,0.9,5601,-0.08,
Kepler-515 b,0.139053,0.0107116,0.13,0,19.96371318,,90,,2016,,Transit,0.9,0.83,5293,0.08,
Kepler-388 b,0.0422619,0.00137963,0.0722634,,3.173315,,90,2454966.69965,2014,,Transit,,0.586,4498,,
Kepler-107 e,0.117702,0.0360464,0.307788,,14.749049,,90,2454971.77998,2014,,Transit,,1.411,5851,,
Kepler-947 b,0.169908,0.0172355,0.203,0,26.9644317,,90,,2016,,Transit,0.9,0.87,5508,-0.07,
Kepler-1560 b,0.0412688,0.00189081,0.079,0,3.03195744,,90,,2016,,Transit,1.02,1.02,5815,0.04,
Kepler-1230 b,0.0923527,0.0223911,0.242,0,9.95661537,,90,,2016,,Transit,1.06,1.08,5961,0.01,
Kepler-923 b,0.0736811,0.00890695,0.123,0,6.93366476,,90,,2016,,Transit,1.11,1.26,5988,0.07,
CoRoT-8 b,0.0633825,0.216078,0.57,0,6.21229,88.4,90,2454238.9743,2010,1.6,Transit,0.88,0.77,5080,0.315,1.92857
Kepler-723 b,0.0486188,1,1.088,0,4.08227507,,90,,2016,,Transit,0.92,0.89,5539,0,
Kepler-844 b,0.03114,0.0124487,0.15,0,2.61302086,,90,,2016,,Transit,0.59,0.57,4128,-0.24,
Kepler-1283 b,0.113375,0.014034,0.17,0,12.9460978,,90,,2016,,Transit,1.16,1.25,6175,0.04,
Kepler-1430 b,0.0326929,0.00518721,0.105,0,2.46050993,,90,,2016,,Transit,0.77,0.72,4796,-0.03,
Kepler-401 b,0.115746,0.0126401,0.152556,,14.383035,,90,2454973.55968,2014,,Transit,,1.333,6117,,
Kepler-760 c,0.03437,0.0112658,0.132,0,2.46697439,,90,,2016,,Transit,0.89,0.85,5322,0.08,
Kepler-1069 b,0.161835,0.0119381,0.143,0,23.8990296,,90,,2016,,Transit,0.99,0.98,5722,0.04,
Kepler-291 c,0.0624544,0.0138423,0.167722,,5.700786,,90,2454965.68674,2014,,Transit,,1.016,6002,,
Kepler-1324 b,0.0462676,0.0121297,0.135,0,4.11584468,,90,,2016,,Transit,0.78,0.73,4776,0.05,
CoRoT-20 b,0.0901485,4.24,0.84,0.562,9.24285,88.21,56.3,2455265.79074,2012,8.87,Transit,1.14,1.02,5880,0.14,1.51
Kepler-292 e,0.10246,0.0218083,0.238201,,11.97901,,90,2455011.9664,2014,,Transit,,0.826,5299,,
HD 96167 b,1.34724,0.68457,,0.71,498.9,,285,2453057,2009,,RV,1.31,1.98284,5770,0.34,
HD 43197 b,0.918027,0.596868,,0.83,327.8,,251,2454713.8,2010,,RV,0.96,1.19673,5508,0.4,
Kepler-1388 c,0.0525035,0.017125,0.202,0,5.53608151,,90,,2016,,Transit,0.63,0.61,4098,0.02,
Kepler-912 b,0.0372128,0.0236826,0.25,0,2.53475627,,90,,2016,,Transit,1.07,1.11,5998,0.02,
Kepler-514 b,0.0674219,0.0126737,0.153,0,5.65179605,,90,,2016,,Transit,1.28,1.44,6106,0.36,
Kepler-998 b,0.0645018,0.0176872,0.207,0,5.65377733,,90,,2016,,Transit,1.12,1.18,6058,0.07,
Kepler-1129 b,0.164368,0.0261661,0.264,0,24.3397804,,90,,2016,,Transit,1,1,5831,-0.04,
Kepler-1335 b,0.0609548,0.010441,0.129,0,6.26406846,,90,,2016,,Transit,0.77,0.74,4903,-0.07,
HD 37605 c,3.81754,3.36552,,0.013,2720,,221,2454838,2012,,RV,1,0.916831,5448,0.336,
Kepler-1601 b,0.0336339,0.00142986,0.073,0,2.20921951,,90,,2016,,Transit,1.04,1.07,5869,0.05,
Kepler-659 b,0.122745,0.01966,0.223,0,17.671796,,90,,2016,,Transit,0.79,0.74,4870,0.02,
Kepler-1332 b,0.100137,0.00866602,0.122,0,11.87456832,,90,,2016,,Transit,0.95,0.9,5581,0,
Kepler-81 b,0.0554099,0.0187628,0.216,,5.955,,,,2012,,Transit,0.64,0.59,4500,-0.524,
Kepler-814 b,0.068804,0.0157709,0.189,0,6.1469851,,90,,2016,,Transit,1.15,1.22,6162,0.01,
Kepler-1168 b,0.272889,0.01966,0.223,0,55.8226539,,90,,2016,,Transit,0.87,0.82,5157,0.13,
Kepler-955 b,0.112106,0.0291691,0.279,0,14.53244172,,90,,2016,,Transit,0.89,0.84,5350,0.02,
Kepler-1328 b,0.053514,0.00266535,0.087,0,4.52158888,,90,,2016,,Transit,1,0.99,5780,0,
HD 183263 b,1.49006,3.57445,,0.35672,626.516,,233.532,2452111.688,2005,,RV,1.121,1.11717,5936.41,0.301955,
Kepler-663 b,0.0543959,0.0208973,0.232,0,4.99678284,,90,,2016,,Transit,0.86,0.82,5264,0.03,
Kepler-624 b,0.120607,0.0175728,0.206,0,14.58649607,,90,,2016,,Transit,1.1,1.18,6117,-0.06,
Kepler-1526 b,0.0437251,0.0188877,0.217,0,3.908632,,90,,2016,,Transit,0.73,0.69,4601,-0.01,
Kepler-347 c,0.177529,0.0129124,0.156125,,27.320871,,90,2454987.30618,2014,,Transit,,1.005,6088,,
Kepler-699 b,0.167447,1,1.259,0,27.80756293,,90,,2016,,Transit,0.81,0.78,5330,-0.26,
Kepler-32 c,0.0676835,0.0147699,0.1784,0,8.7522,,90,2454977.378,2011,,Transit,0.54,0.53,3793,-0.01,
Kepler-23 b,0.0749015,0.0139795,0.169356,0,7.10664,,90,2454971.3022,2011,,Transit,1.11,1.52,5760,-0.09,
WASP-23 b,0.037022,0.872226,0.962,0,2.9444256,88.39,,,2011,1.29911,Transit,0.78,0.765,5150,,
Kepler-594 b,0.1083,0.0162741,0.194,0,13.64618192,,90,,2016,,Transit,0.91,0.87,5485,-0.03,
11 Com b,1.17872,16.1284,,0.231,326.03,,94.8,2452899.6,2008,,RV,2.04,12.0698,4830,-0.34,
HD 145377 b,0.450064,5.78201,,0.307,103.95,,138.1,2454635.4,2009,,RV,1.12,1.00052,6046,0.12,
Kepler-1554 b,0.627489,0.0252452,0.259,0,198.088774,,90,,2016,,Transit,0.84,0.81,5297,-0.1,
Kepler-650 b,0.0420644,0.0261661,0.264,0,3.03214559,,90,,2016,,Transit,1.08,1.35,5849,0.13,
Kepler-289 d,0.328137,0.012,0.244,0.011,66.0634,89.73,,2454965.6404,2010,1.2,Transit,1.08,1.5121,5590,0.05,1.58
Kepler-1429 b,0.0540966,0.00709482,0.115,0,4.48487493,,90,,2016,,Transit,1.05,1.07,5902,0.04,
Kepler-194 c,0.13095,0.0207641,0.231064,,17.308032,,90,2455009.94169,2014,,Transit,,1.025,6089,,
CoRoT-25 b,0.0577982,0.27,1.08,0,4.86069,84.5,90,2454576.2156,2013,0.15,Transit,1.09,1.19,6040,-0.01,
Kepler-419 c,1.68144,7.3,,0.184,675.47,2.5,275.3,,2010,,Transit Timing Variations,1.39,1.75,6430,0.176,
Kepler-332 b,0.0758257,0.00508144,0.10438,,7.626324,,90,2454969.01672,2014,,Transit,,0.72,4955,,
omicron CrB b,0.826048,1.47736,,0.191,187.83,,79,2452211,2012,,RV,2.13,10.5,4749,-0.29,
Kepler-229 c,0.124621,0.0802152,0.438933,,16.068638,,90,2455006.62165,2014,,Transit,,0.728,5120,,
Kepler-954 b,0.12007,0.0176872,0.207,0,16.78176602,,90,,2016,,Transit,0.82,0.76,4990,0.02,
Kepler-1408 b,0.0433594,0.00189081,0.079,0,2.99793191,,90,,2016,,Transit,1.21,1.35,6170,0,
Kepler-779 b,0.0557932,0.00215846,0.082,0,7.09714223,,90,,2016,,Transit,0.46,0.44,3804,-0.43,
OGLE-TR-132 b,0.0303507,1.18,1.2,0,1.689868,83.4,90,2453142.5912,2004,0.85,Transit,1.305,1.32,6210,0.37,0.514
beta Gem b,1.75739,2.75822,,0.02,589.64001,,354.58,2447739.02,1993,,RV,2.08,8.15609,4935,0.09,
Kepler-633 b,0.0820733,0.0120821,0.145,0,8.50340718,,90,,2016,,Transit,1.02,1.15,5899,-0.05,
Kepler-1159 b,0.166307,0.0181548,0.211,0,22.70816791,,90,,2016,,Transit,1.19,1.28,6217,0.04,
Kepler-1443 b,0.0373628,0.00266535,0.087,0,2.41811321,,90,,2016,,Transit,1.19,1.27,6289,0,
Pr 201 b,0.0565986,0.540155,,0,4.4264,,90,2455992.861,2012,,RV,1.234,1.12943,6174,0.187,
Kepler-541 b,0.0648523,0.0340314,0.3,0,5.08005848,,90,,2016,,Transit,1.41,2.06,6166,0.07,
Kepler-937 c,0.587421,0.021778,0.238,0,153.343364,,90,,2016,,Transit,1.15,1.22,6095,0.08,
Kepler-625 c,0.0513318,0.00351465,0.094,0,4.1653651,,90,,2016,,Transit,1.04,0.96,5789,0.1,
WASP-52 b,0.0271336,0.457165,1.27,0,1.7497798,85.35,90,2455793.68143,2013,0.29172,Transit,0.87,0.79,5000,0.03,2.47808
Kepler-953 c,0.0839169,0.0053608,0.106,0,9.10967112,,90,,2016,,Transit,0.95,0.99,5416,0.26,
Kepler-337 c,0.0889716,0.0151834,0.182889,,9.693201,,90,2454965.8115,2014,,Transit,,1.761,5684,,
Kepler-213 b,0.0356868,0.0120479,0.144527,,2.46236,,90,2455004.83986,2014,,Transit,,1.195,5696,,
Kepler-386 c,0.168189,0.0117926,0.140958,,25.193458,,90,2454979.43209,2014,,Transit,,0.767,5178,,
Kepler-1186 b,0.12255,0.0167991,0.199,0,16.07677615,,90,,2016,,Transit,0.95,0.93,5635,0,
Kepler-927 b,0.0851117,0.0126737,0.153,0,9.1149903,,90,,2016,,Transit,0.99,0.99,5743,0.03,
Kepler-660 b,0.078486,0.020474,0.229,0,9.27358194,,90,,2016,,Transit,0.75,0.71,4779,-0.07,
Kepler-1385 b,0.0415895,0.00164848,0.076,0,2.88879862,,90,,2016,,Transit,1.15,1.29,5732,0.41,
47 UMa b,2.10149,2.54589,,0.032,1078,,334,2451917,1996,,RV,1.063,1.11869,5882.31,0.0431014,
HD 240210 b,1.33364,7.28868,,0.15,501.75,,277.49,2454486.76,2009,,RV,1.25,17.2701,4290,-0.18,
Kepler-1255 b,0.220101,0.0176872,0.207,0,36.2919336,,90,,2016,,Transit,1.08,1.12,6018,0.02,
Kepler-804 c,0.0890131,0.00468851,0.102,0,9.65185017,,90,,2016,,Transit,1.01,1.05,5817,0,
