NAME,Semi-eje (UA),Masa pl (Mjup),Rpl (R jup),Densidad pl (gr/cm^3),Periodo (dias),excentricidad,I deg,Año,Nombre estr,Masa estr (Msol),Radio estr (Rsol),Teff,Densidad estr g/cm^3,Metalicidad,Metodo
Kepler-600 b,0.152252,0.0252452,0.259,,23.67517607,0,,2016,Kepler-600,0.84,0.81,5279,,-0.09,Transit
Kepler-601 b,0.0569124,0.014034,0.17,,5.37886844,0,,2016,Kepler-601,0.85,0.79,5160,,-0.02,Transit
Kepler-602 b,0.123667,0.0154788,0.186,,15.28469497,0,,2016,Kepler-602,1.08,1.13,6062,,-0.02,Transit
Kepler-603 b,0.149715,0.0214793,0.236,,21.05358596,0,,2016,Kepler-603,1.01,1.01,5808,,0.03,Transit
Kepler-603 c,0.498476,0.115338,0.58,,127.9075774,0,,2016,Kepler-603,1.01,1.01,5808,,0.03,Transit
Kepler-603 d,0.0663906,0.00774372,0.118,,6.2171292,0,,2016,Kepler-603,1.01,1.01,5808,,0.03,Transit
Kepler-604 b,0.172254,0.020755,0.231,,25.85501786,0,,2016,Kepler-604,1.02,1.03,5890,,-0.02,Transit
Kepler-605 b,0.0427433,0.0101747,0.128,,3.38353807,0,,2016,Kepler-605,0.91,0.88,5462,,0.02,Transit
Kepler-605 c,0.0336073,0.00172655,0.077,,2.35895152,0,,2016,Kepler-605,0.91,0.88,5462,,0.02,Transit
Kepler-606 b,0.17109,0.0327999,0.295,,24.31575992,0,,2016,Kepler-606,1.13,1.22,6161,,0.01,Transit
Kepler-607 b,0.0136874,0.0018073,0.078,,0.6381632,0,,2016,Kepler-607,0.84,0.8,5196,,-0.02,Transit
Kepler-608 b,0.06755,0.0409391,0.325,,6.41251504,0,,2016,Kepler-608,1,1.01,5820,,-0.02,Transit
Kepler-609 b,0.070302,0.0337813,0.299,,6.52121067,0,,2016,Kepler-609,1.09,1.14,5971,,0.06,Transit
Kepler-61 b,0.257458,0.0160339,0.191639,,59.87756,0,89.8,2011,Kepler-61,0.635,0.62,4017,,0.03,Transit
Kepler-610 b,0.0739053,0.0576809,0.374,,6.99692655,0,,2016,Kepler-610,1.1,1.13,5943,,0.12,Transit
Kepler-610 c,0.575052,0.0325593,0.294,,151.86392,0,,2016,Kepler-610,1.1,1.13,5943,,0.12,Transit
Kepler-611 b,0.0355594,0.0122275,0.147,,2.4370333,0,,2016,Kepler-611,1.01,1.01,5761,,0.06,Transit
Kepler-612 b,0.0466887,0.0241903,0.253,,3.72215641,0,,2016,Kepler-612,0.98,0.96,5693,,0.04,Transit
Kepler-613 b,0.122297,0.0173469,0.204,,15.77979614,0,,2016,Kepler-613,0.98,0.96,5723,,-0.01,Transit
Kepler-614 b,0.107866,0.0183949,0.213,,14.03491514,0,,2016,Kepler-614,0.85,0.81,5268,,-0.07,Transit
Kepler-615 b,0.0837217,0.0128259,0.155,,10.35584657,0,,2016,Kepler-615,0.73,0.69,4655,,-0.07,Transit
Kepler-616 b,0.0902152,0.0188877,0.217,,9.99761851,0,,2016,Kepler-616,0.98,0.97,5753,,-0.02,Transit
Kepler-616 c,0.391589,0.0350514,0.304,,90.4113556,0,,2016,Kepler-616,0.98,0.97,5753,,-0.02,Transit
Kepler-617 b,0.0221208,0.00774372,0.118,,1.68269615,0,,2016,Kepler-617,0.51,0.48,3712,,-0.07,Transit
Kepler-618 b,0.0466872,0.0208973,0.232,,3.59576964,0,,2016,Kepler-618,1.05,1.08,5860,,0.08,Transit
Kepler-619 b,0.062026,0.029815,0.282,,5.4042722,0,,2016,Kepler-619,1.09,1.11,5980,,0.05,Transit
Kepler-619 c,0.022851,0.0125233,0.151,,1.20846503,0,,2016,Kepler-619,1.09,1.11,5980,,0.05,Transit
Kepler-62 b,0.0552794,0,0.116766,,5.714932,0.0707107,89.2,2011,Kepler-62,0.69,0.64,4925,3.8,-0.37,Transit
Kepler-62 c,0.0928559,0,0.0481326,,12.4417,0.186815,89.7,2013,Kepler-62,0.69,0.64,4925,3.8,-0.37,Transit
Kepler-62 d,0.119499,0,0.173812,,18.16406,0.0948683,89.7,2011,Kepler-62,0.69,0.64,4925,3.8,-0.37,Transit
Kepler-62 e,0.426299,0,0.143507,,122.3874,0.13,89.98,2011,Kepler-62,0.69,0.64,4925,3.8,-0.37,Transit
Kepler-62 f,0.717595,0,0.12568,,267.291,0.094434,89.9,2013,Kepler-62,0.69,0.64,4925,3.8,-0.37,Transit
Kepler-620 b,0.11286,0.0330424,0.296,,12.91375431,0,,2016,Kepler-620,1.15,1.22,6155,,0.03,Transit
Kepler-621 b,0.0334052,0.0174594,0.205,,2.62811375,0,,2016,Kepler-621,0.72,0.68,4521,,-0.02,Transit
Kepler-622 b,0.0992806,0.0158698,0.19,,14.28226676,0,,2016,Kepler-622,0.64,0.61,4201,,-0.09,Transit
Kepler-623 b,0.0821845,0.0271261,0.269,,9.07097734,0,,2016,Kepler-623,0.9,0.86,5443,,-0.03,Transit
Kepler-624 b,0.120607,0.0175728,0.206,,14.58649607,0,,2016,Kepler-624,1.1,1.18,6117,,-0.06,Transit
Kepler-625 b,0.0776648,0.0147338,0.178,,7.75192492,0,,2016,Kepler-625,1.04,0.96,5789,,0.1,Transit
Kepler-625 c,0.0513318,0.00351465,0.094,,4.1653651,0,,2016,Kepler-625,1.04,0.96,5789,,0.1,Transit
Kepler-626 b,0.116684,0.0173469,0.204,,14.48585199,0,,2016,Kepler-626,1.01,1.05,5813,,0.01,Transit
Kepler-627 b,0.252724,0.0434306,0.333,,40.6994443,0,,2016,Kepler-627,1.3,1.49,6424,,0.05,Transit
Kepler-628 b,0.121444,0.243389,0.749,,15.4580567,0,,2016,Kepler-628,1,1.28,5721,,0.04,Transit
Kepler-629 b,0.0714831,0.00890695,0.123,,7.2385854,0,,2016,Kepler-629,0.93,0.84,5444,,0.01,Transit
Kepler-63 b,0.0869107,0.125283,0.545,,9.4341505,,87.806,2013,Kepler-63,0.984,0.901,5576,1.345,0.05,Transit
Kepler-630 b,0.584174,0.0302544,0.284,,161.4743937,0,,2016,Kepler-630,1.02,1.04,5829,,0.03,Transit
Kepler-631 b,0.144301,0.0252452,0.259,,17.97979059,0,,2016,Kepler-631,1.24,1.33,6185,,0.23,Transit
Kepler-632 b,0.187138,0.0165864,0.197,,30.99660733,0,,2016,Kepler-632,0.91,0.84,5322,,0.11,Transit
Kepler-633 b,0.0820733,0.0120821,0.145,,8.50340718,0,,2016,Kepler-633,1.02,1.15,5899,,-0.05,Transit
Kepler-634 b,0.0590906,0.0139495,0.169,,5.16950177,0,,2016,Kepler-634,1.03,1.24,6075,,-0.18,Transit
Kepler-635 b,0.176326,0.0214793,0.236,,23.44971004,0,,2016,Kepler-635,1.33,1.51,6174,,0.41,Transit
Kepler-636 b,0.118109,0.0652266,0.397,,16.08066115,0,,2016,Kepler-636,0.85,0.8,5203,,-0.02,Transit
Kepler-637 b,0.187767,0.0746947,0.424,,23.20584623,0,,2016,Kepler-637,1.64,2.56,6096,,0.38,Transit
Kepler-638 b,0.0624727,0.0134548,0.163,,6.07972888,0,,2016,Kepler-638,0.88,0.93,5382,,0.04,Transit
Kepler-639 b,0.0962449,0.0182743,0.212,,10.21420496,0,,2016,Kepler-639,1.14,1.29,5896,,0.23,Transit
Kepler-640 b,0.155326,0.0203354,0.228,,22.24813967,0,,2016,Kepler-640,1.01,0.94,5653,,0.15,Transit
Kepler-641 b,0.0883024,0.0136174,0.165,,9.48961571,0,,2016,Kepler-641,1.02,1.13,5713,,0.15,Transit
Kepler-642 b,0.0589428,0.0252452,0.259,,4.41745855,0,,2016,Kepler-642,1.4,1.66,6570,,0.06,Transit
Kepler-643 b,0.126015,0.498041,0.906,,16.33889626,0,,2016,Kepler-643,1,2.52,4908,,0.13,Transit
Kepler-644 b,0.0482761,0.029598,0.281,,3.1739171,0,,2016,Kepler-644,1.49,1.81,6747,,0.08,Transit
Kepler-645 b,0.0449621,0.0155754,0.187,,3.27582262,0,,2016,Kepler-645,1.13,1.21,6170,,-0.01,Transit
Kepler-646 b,0.120657,0.0147338,0.178,,15.87364565,0,,2016,Kepler-646,0.93,0.91,5634,,-0.07,Transit
Kepler-647 b,0.126673,0.00501732,0.104,,16.2254649,0,,2016,Kepler-647,1.03,1.07,6020,,-0.14,Transit
Kepler-648 b,0.133676,0.0309268,0.287,,17.4211749,0,,2016,Kepler-648,1.05,0.98,5741,,0.21,Transit
Kepler-649 b,0.186659,0.017125,0.202,,29.90722674,0,,2016,Kepler-649,0.97,0.94,5871,,-0.17,Transit
Kepler-650 b,0.0420644,0.0261661,0.264,,3.03214559,0,,2016,Kepler-650,1.08,1.35,5849,,0.13,Transit
Kepler-651 b,0.146649,0.0181548,0.211,,21.38521506,0,,2016,Kepler-651,0.92,0.87,5522,,-0.04,Transit
Kepler-652 b,0.0502867,0.0195285,0.222,,4.18200253,0,,2016,Kepler-652,0.97,0.88,5490,,0.17,Transit
Kepler-653 b,0.118258,0.0143786,0.174,,14.70748976,0,,2016,Kepler-653,1.02,1.19,5665,,0.23,Transit
Kepler-653 c,0.0183692,0.00123338,0.07,,0.90037648,0,,2016,Kepler-653,1.02,1.19,5665,,0.23,Transit
Kepler-654 b,0.113663,0.015383,0.185,,13.72465129,0,,2016,Kepler-654,1.04,1.11,5865,,0.04,Transit
Kepler-655 b,0.264783,0.0223911,0.242,,46.4063358,0,,2016,Kepler-655,1.15,1.24,6170,,0,Transit
Kepler-656 b,0.0217143,0.0289572,0.278,,1.26025909,0,,2016,Kepler-656,0.86,0.82,5281,,-0.04,Transit
Kepler-657 b,0.165833,0.0377408,0.314,,24.54350418,0,,2016,Kepler-657,1.01,1.01,5808,,0.03,Transit
Kepler-658 b,0.0198513,0.0120821,0.145,,1.28707676,0,,2016,Kepler-658,0.63,0.6,4103,,-0.04,Transit
Kepler-659 b,0.122745,0.01966,0.223,,17.671796,0,,2016,Kepler-659,0.79,0.74,4870,,0.02,Transit
Kepler-660 b,0.078486,0.020474,0.229,,9.27358194,0,,2016,Kepler-660,0.75,0.71,4779,,-0.07,Transit
Kepler-661 b,0.0575639,0.0281267,0.274,,6.02930132,0,,2016,Kepler-661,0.7,0.67,4483,,-0.05,Transit
Kepler-662 b,0.140653,0.0162741,0.194,,21.67697486,0,,2016,Kepler-662,0.79,0.74,4897,,-0.03,Transit
Kepler-663 b,0.0543959,0.0208973,0.232,,4.99678284,0,,2016,Kepler-663,0.86,0.82,5264,,0.03,Transit
Kepler-664 b,0.0364157,0.021628,0.237,,2.52559332,0,,2016,Kepler-664,1.01,1.02,5754,,0.07,Transit
Kepler-665 b,0.114939,0.0208973,0.232,,16.01310205,0,,2016,Kepler-665,0.79,0.74,4913,,-0.03,Transit
Kepler-666 b,0.0538618,0.0185165,0.214,,4.49876092,0,,2016,Kepler-666,1.03,1.05,5887,,0.01,Transit
Kepler-667 b,0.227107,0.0739707,0.422,,41.43962808,0,,2016,Kepler-667,0.91,0.87,5327,,0.15,Transit
Kepler-668 b,0.07692,0.0222358,0.241,,8.35390639,0,,2016,Kepler-668,0.87,0.82,5352,,-0.06,Transit
Kepler-669 b,0.0527424,0.0772573,0.431,,4.12554687,0,,2016,Kepler-669,1.15,1.2,6038,,0.14,Transit
Kepler-670 b,0.0389008,1,1.176,,2.81650485,0,,2016,Kepler-670,0.99,0.99,5709,,0.07,Transit
Kepler-671 b,0.0510769,0.0220818,0.24,,4.28095859,0,,2016,Kepler-671,0.97,0.95,5624,,0.08,Transit
Kepler-672 b,0.218893,0.01966,0.223,,38.3774623,0,,2016,Kepler-672,0.95,0.92,5627,,-0.01,Transit
Kepler-673 b,0.0450964,0.165168,0.583,,3.72873109,0,,2016,Kepler-673,0.88,0.84,5355,,0,Transit
Kepler-674 b,0.0282874,0.0125233,0.151,,2.24338185,0,,2016,Kepler-674,0.6,0.57,4192,,-0.27,Transit
Kepler-675 b,0.0318646,0.0190136,0.218,,2.33743801,0,,2016,Kepler-675,0.79,0.75,4945,,-0.05,Transit
Kepler-676 b,0.0801169,0.0275214,0.271,,11.59822172,0,,2016,Kepler-676,0.51,0.49,3701,,-0.02,Transit
Kepler-677 b,0.0686885,0.0964436,0.48,,6.57531678,0,,2016,Kepler-677,1,0.99,5723,,0.06,Transit
Kepler-678 b,0.071979,0.087953,0.459,,7.27503724,0,,2016,Kepler-678,0.94,0.91,5520,,0.07,Transit
Kepler-679 b,0.100056,0.0271261,0.269,,12.39358604,0,,2016,Kepler-679,0.87,0.84,5403,,-0.09,Transit
Kepler-68 b,0.0617749,0.026183,0.205901,3.32,5.398763,0,87.6,2011,Kepler-68,1.079,1.243,5793,0.7903,0.12,Transit
Kepler-68 c,0.0907017,0.015142,0.0849452,28,9.605085,0,86.93,2013,Kepler-68,1.079,1.243,5793,0.7903,0.12,Transit
Kepler-68 d,1.39638,0.80971,,,580,0.18,,2013,Kepler-68,1.079,1.243,5793,0.7903,0.12,RV
Kepler-680 b,0.0479468,0.0187628,0.216,,3.68992629,0,,2016,Kepler-680,1.08,1.11,5890,,0.13,Transit
Kepler-681 b,0.161056,0.0283318,0.275,,26.39435646,0,,2016,Kepler-681,0.8,0.76,5021,,-0.04,Transit
Kepler-682 b,0.103131,0.164047,0.658,,12.61190667,0,,2016,Kepler-682,0.92,0.89,5559,,-0.05,Transit
Kepler-683 b,0.035933,0.0145548,0.176,,2.53918318,0,,2016,Kepler-683,0.96,0.95,5703,,-0.03,Transit
Kepler-684 b,0.0673713,0.0340314,0.3,,6.77030201,0,,2016,Kepler-684,0.89,0.86,5493,,-0.11,Transit
Kepler-685 b,0.0280141,1,0.944,,1.6255222,0,,2016,Kepler-685,1.11,1.16,5963,,0.15,Transit
Kepler-686 b,0.0261684,1,1.084,,1.59474546,0,,2016,Kepler-686,0.94,0.92,5649,,-0.07,Transit
Kepler-687 b,0.134386,0.0377408,0.314,,20.50586978,0,,2016,Kepler-687,0.77,0.73,4841,,-0.04,Transit
Kepler-688 b,0.0481308,0.696016,0.871,,3.89593684,0,,2016,Kepler-688,0.98,0.96,5715,,0.02,Transit
Kepler-689 b,0.150552,0.0250657,0.258,,22.36656079,0,,2016,Kepler-689,0.91,0.88,5518,,-0.01,Transit
Kepler-69 b,0.104565,0.0168702,0.199661,,13.722341,0.16,89.62,2011,Kepler-69,0.81,0.93,5638,1.37,-0.29,Transit
Kepler-69 c,0.709354,0.0126299,0.15242,,242.4613,0.14,89.85,2013,Kepler-69,0.81,0.93,5638,1.37,-0.29,Transit
Kepler-690 b,0.0793434,0.118744,0.531,,7.74809437,0,,2016,Kepler-690,1.11,1.16,5913,,0.19,Transit
Kepler-691 b,0.0639541,0.0154788,0.186,,8.114379,0,,2016,Kepler-691,0.53,0.5,3715,,0.04,Transit
Kepler-692 b,0.147513,0.028747,0.277,,21.81293494,0,,2016,Kepler-692,0.9,0.86,5440,,-0.01,Transit
Kepler-693 b,0.110433,0.503122,0.908,,15.37563332,0,,2016,Kepler-693,0.76,0.72,4881,,-0.1,Transit
Kepler-694 b,0.0665428,0.0236826,0.25,,6.36584161,0,,2016,Kepler-694,0.97,0.95,5700,,0,Transit
Kepler-695 b,0.0387537,0.542157,0.822,,3.04033042,0,,2016,Kepler-695,0.84,0.8,5181,,-0.01,Transit
Kepler-696 b,0.0518657,0.136415,0.548,,4.19042557,0,,2016,Kepler-696,1.06,1.08,5903,,0.07,Transit
Kepler-697 b,0.0456151,0.0557908,0.368,,3.70987065,0,,2016,Kepler-697,0.92,0.88,5513,,-0.01,Transit
Kepler-698 b,0.123396,0.0418568,0.328,,16.32976218,0,,2016,Kepler-698,0.94,0.91,5612,,-0.03,Transit
Kepler-699 b,0.167447,1,1.259,,27.80756293,0,,2016,Kepler-699,0.81,0.78,5330,,-0.26,Transit
Kepler-7 b,0.0622369,0.437758,1.478,0.166,4.885525,0,86.5,2010,Kepler-7,1.347,1.843,5933,0.304,0.11,Transit
Kepler-700 b,0.363536,0.12013,0.534,,80.8720639,0,,2016,Kepler-700,0.98,0.96,5692,,0.04,Transit
Kepler-701 b,0.0890998,0.0241903,0.253,,10.35533177,0,,2016,Kepler-701,0.88,0.84,5343,,0,Transit
Kepler-702 b,0.0907551,0.531485,0.818,,10.52629406,0,,2016,Kepler-702,0.9,0.86,5419,,0,Transit
Kepler-703 b,0.0570646,0.349418,0.732,,4.58352176,0,,2016,Kepler-703,1.18,1.27,6185,,0.05,Transit
Kepler-704 b,0.0468593,0.0210409,0.233,,3.76182115,0,,2016,Kepler-704,0.97,0.96,5616,,0.09,Transit
Kepler-705 b,0.231978,0.0156727,0.188,,56.0560538,0,,2016,Kepler-705,0.53,0.51,3722,,0.07,Transit
Kepler-706 b,0.223617,1,1.175,,41.40831347,0,,2016,Kepler-706,0.87,0.84,5394,,-0.06,Transit
Kepler-707 b,0.0310798,0.00796813,0.119,,2.23749275,0,,2016,Kepler-707,0.8,0.76,5099,,-0.12,Transit
Kepler-708 b,0.0417873,0.0256089,0.261,,3.16789194,0,,2016,Kepler-708,0.97,0.96,5692,,0.01,Transit
Kepler-709 b,0.115768,0.0256089,0.261,,16.08524954,0,,2016,Kepler-709,0.8,0.77,5071,,-0.08,Transit
Kepler-710 b,0.0510655,0.0138656,0.168,,4.34728553,0,,2016,Kepler-710,0.94,0.91,5611,,-0.04,Transit
Kepler-711 b,0.151882,0.0350514,0.304,,23.58914398,0,,2016,Kepler-711,0.84,0.8,5222,,-0.04,Transit
Kepler-712 b,0.140655,0.0350514,0.304,,21.02247699,0,,2016,Kepler-712,0.84,0.78,5148,,-0.03,Transit
Kepler-712 c,0.686927,0.0779976,0.433,,226.89047,0,,2016,Kepler-712,0.84,0.78,5148,,-0.03,Transit
Kepler-713 b,0.0738933,0.019398,0.221,,7.411141,0,,2016,Kepler-713,0.98,0.99,5785,,-0.03,Transit
Kepler-714 b,0.0812267,0.667539,0.863,,8.09888799,0,,2016,Kepler-714,1.09,1.12,5995,,0.04,Transit
Kepler-715 b,0.0920746,0.0440759,0.335,,10.00652995,0,,2016,Kepler-715,1.04,1.04,5871,,0.02,Transit
Kepler-716 b,0.0874713,0.0252452,0.259,,10.37168453,0,,2016,Kepler-716,0.83,0.78,5099,,0,Transit
Kepler-717 b,0.0504222,0.0187628,0.216,,4.40840023,0,,2016,Kepler-717,0.88,0.85,5485,,-0.12,Transit
Kepler-718 b,0.0333991,1,1.477,,2.0523499,0,,2016,Kepler-718,1.18,1.3,6191,,0.06,Transit
Kepler-719 b,0.0570893,0.4002,0.76,,5.00731778,0,,2016,Kepler-719,0.99,0.98,5777,,-0.02,Transit
Kepler-720 b,0.0540454,0.381266,0.75,,4.70832654,0,,2016,Kepler-720,0.95,0.92,5618,,0,Transit
Kepler-721 b,0.0563265,0.0214793,0.236,,5.39202539,0,,2016,Kepler-721,0.82,0.78,5075,,-0.01,Transit
Kepler-722 b,0.0505771,0.0213319,0.235,,4.09357325,0,,2016,Kepler-722,1.03,1.05,5863,,0.02,Transit
Kepler-722 c,0.440295,0.0240196,0.252,,105.144749,0,,2016,Kepler-722,1.03,1.05,5863,,0.02,Transit
Kepler-723 b,0.0486188,1,1.088,,4.08227507,0,,2016,Kepler-723,0.92,0.89,5539,,0,Transit
Kepler-724 b,0.0420086,0.0325593,0.294,,3.31494634,0,,2016,Kepler-724,0.9,0.86,5437,,-0.02,Transit
Kepler-725 b,0.218045,0.623509,0.948,,39.64317811,0,,2016,Kepler-725,0.88,0.84,5363,,-0.01,Transit
Kepler-726 b,0.146374,0.0318486,0.291,,21.80451088,0,,2016,Kepler-726,0.88,0.85,5452,,-0.09,Transit
Kepler-727 b,0.0561729,0.0200617,0.226,,5.15448442,0,,2016,Kepler-727,0.89,0.86,5441,,-0.01,Transit
Kepler-728 b,0.0617018,0.0335331,0.298,,5.74347727,0,,2016,Kepler-728,0.95,0.93,5660,,-0.03,Transit
Kepler-729 b,0.0413386,0.0391627,0.319,,3.16635371,0,,2016,Kepler-729,0.94,0.91,5633,,-0.05,Transit
Kepler-730 b,0.0681049,0.542157,0.822,,6.49168426,0,,2016,Kepler-730,1,1.01,5726,,0.07,Transit
Kepler-731 b,0.0485975,1,1.238,,3.85560355,0,,2016,Kepler-731,1.03,1.06,5849,,0.04,Transit
Kepler-732 b,0.0690513,0.0162741,0.194,,9.46781405,0,,2016,Kepler-732,0.49,0.46,3631,,-0.01,Transit
Kepler-732 c,0.0143082,0.00668223,0.113,,0.89304124,0,,2016,Kepler-732,0.49,0.46,3631,,-0.01,Transit
Kepler-733 b,0.143067,0.0240196,0.252,,20.83424726,0,,2016,Kepler-733,0.9,0.86,5418,,0.01,Transit
Kepler-734 b,0.0619246,0.0388741,0.318,,6.10485286,0,,2016,Kepler-734,0.85,0.78,5326,,-0.17,Transit
Kepler-735 b,0.0945351,0.0259788,0.263,,11.51516988,0,,2016,Kepler-735,0.85,0.8,5107,,0.07,Transit
Kepler-736 b,0.043728,0.0256089,0.261,,3.60147201,0,,2016,Kepler-736,0.86,0.81,5217,,0.03,Transit
Kepler-737 b,0.146229,0.0144664,0.175,,28.59915399,0,,2016,Kepler-737,0.51,0.48,3813,,-0.24,Transit
Kepler-738 b,0.157366,0.01966,0.223,,24.58721573,0,,2016,Kepler-738,0.86,0.82,5327,,-0.09,Transit
Kepler-739 b,0.103068,0.0330424,0.296,,12.53248465,0,,2016,Kepler-739,0.93,0.9,5601,,-0.08,Transit
Kepler-74 b,0.0827067,0.66711,1.32,0.37,7.340718,0.287,85.55,2011,Kepler-74,1.4,1.51,6050,0.58,0.34,Transit
Kepler-740 b,0.0444161,0.0690043,0.408,,3.58410122,0,,2016,Kepler-740,0.91,0.87,5438,,0.03,Transit
Kepler-741 b,0.0755268,0.0263549,0.265,,7.03902374,0,,2016,Kepler-741,1.16,1.24,6129,,0.07,Transit
Kepler-742 b,0.0735719,0.0313841,0.289,,8.36086824,0,,2016,Kepler-742,0.76,0.71,4642,,0.07,Transit
Kepler-743 b,0.0414509,0.00571923,0.108,,3.17926292,0,,2016,Kepler-743,0.94,0.85,5486,,0.01,Transit
Kepler-744 b,0.100833,0.0120821,0.145,,12.06222443,0,,2016,Kepler-744,0.94,0.93,5594,,0,Transit
Kepler-745 b,0.0916134,0.0161718,0.193,,9.93143556,0,,2016,Kepler-745,1.04,1.04,5849,,0.06,Transit
Kepler-746 b,0.0435651,0.00422224,0.099,,3.48159251,0,,2016,Kepler-746,0.91,0.93,5418,,0.09,Transit
Kepler-747 b,0.198299,0.0923502,0.47,,35.61760587,0,,2016,Kepler-747,0.82,0.78,5096,,-0.03,Transit
Kepler-748 b,0.076064,0.0199266,0.225,,7.40742793,0,,2016,Kepler-748,1.07,1.1,5934,,0.08,Transit
Kepler-749 b,0.121097,0.028747,0.277,,17.31716585,0,,2016,Kepler-749,0.79,0.75,5009,,-0.11,Transit
Kepler-75 b,0.0807413,9.98479,1.03,11,8.884924,0.569,89.1,2011,Kepler-75,0.88,0.88,5330,1.79,-0.07,Transit
Kepler-750 b,0.0915122,0.0281267,0.274,,9.42887179,0,,2016,Kepler-750,1.15,1.23,6160,,0.03,Transit
Kepler-750 c,0.0524304,0.0120821,0.145,,4.08899022,0,,2016,Kepler-750,1.15,1.23,6160,,0.03,Transit
Kepler-751 b,0.125668,0.0191406,0.219,,17.44490636,0,,2016,Kepler-751,0.87,0.84,5387,,-0.06,Transit
Kepler-752 b,0.132223,0.0238504,0.251,,18.82747265,0,,2016,Kepler-752,0.87,0.83,5373,,-0.08,Transit
Kepler-753 b,0.0552213,0.014034,0.17,,5.74772501,0,,2016,Kepler-753,0.68,0.65,4346,,-0.03,Transit
Kepler-754 b,0.11898,0.0148244,0.179,,14.5596237,0,,2016,Kepler-754,1.06,1.08,5935,,0.05,Transit
Kepler-755 b,0.021472,0.0129801,0.157,,1.26909037,0,,2016,Kepler-755,0.82,0.77,5043,,-0.01,Transit
Kepler-755 c,0.036849,0.00648186,0.112,,2.85313364,0,,2016,Kepler-755,0.82,0.77,5043,,-0.01,Transit
Kepler-756 b,0.0209702,0.00437411,0.1,,1.22486632,0,,2016,Kepler-756,0.82,0.79,5282,,-0.19,Transit
Kepler-757 b,0.0203817,0.00842926,0.121,,1.02267882,0,,2016,Kepler-757,1.08,1.13,6014,,0.02,Transit
Kepler-758 b,0.108438,0.019398,0.221,,12.1097104,0,,2016,Kepler-758,1.16,1.42,6228,,-0.1,Transit
Kepler-758 c,0.0581708,0.0125233,0.151,,4.75793986,0,,2016,Kepler-758,1.16,1.42,6228,,-0.1,Transit
Kepler-758 d,0.154009,0.0157709,0.189,,20.4966197,0,,2016,Kepler-758,1.16,1.42,6228,,-0.1,Transit
Kepler-758 e,0.083574,0.0124263,0.136,,8.1934719,0,,2016,Kepler-758,1.16,1.42,6228,,-0.1,Transit
Kepler-759 b,0.238842,0.0172355,0.203,,41.805985,0,,2016,Kepler-759,1.04,1.04,5860,,0.06,Transit
Kepler-76 b,0.0271768,1.96,,,1.545,0,,2013,Kepler-76,1.12,1.12,6409,,-0.033,Transit
Kepler-760 b,0.0796567,0.0279233,0.273,,8.70419416,0,,2016,Kepler-760,0.89,0.85,5322,,0.08,Transit
Kepler-760 c,0.03437,0.0112658,0.132,,2.46697439,0,,2016,Kepler-760,0.89,0.85,5322,,0.08,Transit
Kepler-761 b,0.0900599,0.0150076,0.181,,10.12804789,0,,2016,Kepler-761,0.95,0.93,5706,,-0.09,Transit
Kepler-762 b,0.0483406,1,1.131,,3.7705521,0,,2016,Kepler-762,1.06,1.08,5944,,0.02,Transit
Kepler-763 b,0.0208123,0.00590412,0.109,,1.19655156,0,,2016,Kepler-763,0.84,0.8,5166,,0.01,Transit
Kepler-764 b,0.071869,0.0121546,0.146,,7.33683936,0,,2016,Kepler-764,0.92,0.89,5557,,-0.06,Transit
Kepler-765 b,0.181954,0.0188877,0.217,,27.6655226,0,,2016,Kepler-765,1.05,1.06,5901,,0.04,Transit
Kepler-766 b,0.0674482,0.0345375,0.302,,6.10027804,0,,2016,Kepler-766,1.1,1.15,5992,,0.09,Transit
Kepler-767 b,0.572614,0.121945,0.592,,161.5280101,0,,2016,Kepler-767,0.96,0.94,5694,,-0.05,Transit
Kepler-768 b,0.0927369,0.0132151,0.16,,11.3910025,0,,2016,Kepler-768,0.82,0.78,5108,,-0.03,Transit
Kepler-769 b,0.0789397,0.0256089,0.261,,7.42608998,0,,2016,Kepler-769,1.19,1.28,6186,,0.06,Transit
Kepler-769 c,0.131614,0.0132151,0.16,,15.9870174,0,,2016,Kepler-769,1.19,1.28,6186,,0.06,Transit
Kepler-77 b,0.0450195,0.430957,0.96,0.603,3.57878087,0,88,2013,Kepler-77,0.95,0.99,5520,,0.2,Transit
Kepler-770 b,0.136148,0.0174594,0.205,,18.92540274,0,,2016,Kepler-770,0.94,0.92,5598,,-0.01,Transit
Kepler-770 c,0.0248451,0.00553813,0.107,,1.47532231,0,,2016,Kepler-770,0.94,0.92,5598,,-0.01,Transit
Kepler-770 d,0.0495281,0.00940137,0.125,,4.15244722,0,,2016,Kepler-770,0.94,0.92,5598,,-0.01,Transit
Kepler-771 b,0.0838281,0.0133743,0.162,,8.73485836,0,,2016,Kepler-771,1.03,1.05,5906,,0.01,Transit
Kepler-772 b,0.107432,0.0133743,0.162,,12.99207337,0,,2016,Kepler-772,0.98,1.11,5714,,0.03,Transit
Kepler-773 b,0.0478522,0.0101747,0.128,,3.74910006,0,,2016,Kepler-773,1.04,1.01,5850,,0.05,Transit
Kepler-774 b,0.113114,0.0300338,0.283,,11.0895723,0,,2016,Kepler-774,1.57,2.42,6403,,0.04,Transit
Kepler-775 b,0.018714,0.0053608,0.106,,0.97486893,0,,2016,Kepler-775,0.92,0.84,5468,,-0.04,Transit
